Client,Service Area,Expenditure Code,Paid Date,Trans No,Amount,Type of Expenditure,Supplier ID,Supplier Name
OCC,Direct Services,D3021,12/09/2017,60079046 - 0,1043.49,Revenue,20006089,ICI CONTRACT DIRECT
OCC,Direct Services,C2402,12/09/2017,60079053 - 1,866.59,Revenue,20012307,ASHTEAD PLANT HIRE
OCC,Direct Services,D3421,12/09/2017,60079054 - 0,6013.64,Revenue,20012568,OXFORD RENEWABLE ENERGY LTD T/S AGRIVERT
OCC,Direct Services,D3421,12/09/2017,60079056 - 0,7412.74,Revenue,20002077,BIFFA MUNICIPAL LTD
OCC,Direct Services,D3021,12/09/2017,60079060 - 0,875,Revenue,20013620,GROUNDSMAN
OCC,Direct Services,D3021,12/09/2017,60079064 - 0,445.1,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3021,12/09/2017,60079066 - 0,1414.92,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
OCC,Direct Services,D3021,12/09/2017,60079071 - 0,651.3,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
OCC,Direct Services,D3021,12/09/2017,60079076 - 1,591.24,Revenue,20006027,ACE MINIMIX
OCC,Direct Services,D3021,12/09/2017,60079077 - 0,989.04,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
OCC,Direct Services,D3021,12/09/2017,60079080 - 1,4612.7,Revenue,20011554,MEON LTD
OCC,Direct Services,D3021,12/09/2017,60079081 - 0,3317.99,Revenue,20015230,MERKKO ENTERPRISES LIMITED
OCC,Direct Services,D3021,12/09/2017,60079082 - 1,861.87,Revenue,20015230,MERKKO ENTERPRISES LIMITED
OCC,Direct Services,D3401,12/09/2017,60079083 - 0,804.5,Revenue,20019693,MITCHAM EARTHMOVING LTD
OCC,Direct Services,D3021,12/09/2017,60079084 - 1,6256.25,Revenue,20015230,MERKKO ENTERPRISES LIMITED
OCC,Direct Services,A0108,12/09/2017,60079088 - 1,8839.1,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
OCC,Direct Services,D3319,12/09/2017,60079089 - 0,5263.75,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
OCC,Direct Services,A0108,12/09/2017,60079090 - 1,1128.4,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
OCC,Direct Services,D3201,12/09/2017,60079096 - 0,546,Revenue,20008229,SITESAFE UK LTD
OCC,Direct Services,D3018,12/09/2017,60079097 - 1,2767.61,Revenue,20016058,SIGNSCAPE SYSTEMS LTD
OCC,Direct Services,D3021,12/09/2017,60079100 - 0,1155.05,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
OCC,Direct Services,D3021,12/09/2017,60079101 - 1,3978,Revenue,20006398,STREET FURNISHING SERVICES
OCC,Direct Services,B1111,12/09/2017,60079102 - 0,468,Revenue,20000441,1ST CHOICE SCAFFOLDING (OXFORD) LTD
OCC,Direct Services,B1111,12/09/2017,60079110 - 0,468,Revenue,20000441,1ST CHOICE SCAFFOLDING (OXFORD) LTD
OCC,Direct Services,B1111,12/09/2017,60079124 - 1,590,Revenue,20016403,CLEANSAFE SERVICES (UK) LTD
OCC,Direct Services,B1111,12/09/2017,60079125 - 0,4341,Revenue,20017178,BELL GROUP U.K
OCC,Direct Services,B1111,12/09/2017,60079126 - 1,5750.08,Revenue,20017178,BELL GROUP U.K
OCC,Direct Services,B1111,12/09/2017,60079127 - 0,32483,Revenue,20000210,BARKER & EVANS LTD
OCC,Direct Services,B1111,12/09/2017,60079128 - 1,2931.89,Revenue,20000210,BARKER & EVANS LTD
OCC,Direct Services,B1111,12/09/2017,60079130 - 1,2009.91,Revenue,20000210,BARKER & EVANS LTD
OCC,Direct Services,B1111,12/09/2017,60079135 - 0,417.5,Revenue,20018627,DRAIN GAIN LTD
OCC,Direct Services,B1111,12/09/2017,60079137 - 1,2578.5,Revenue,20005595,EXECUTIVE SECURITY LOCKSMITHS LTD
OCC,Direct Services,B1111,12/09/2017,60079138 - 0,3500,Revenue,20000225,FERGAL CONTRACTING CO LTD
OCC,Direct Services,B1111,12/09/2017,60079139 - 1,55287.08,Revenue,20018590,FURLONG AND HIGGS LTD
OCC,Direct Services,B1111,12/09/2017,60079143 - 1,463,Revenue,20014676,KENNINGTON FLOORING LTD
OCC,Direct Services,B1111,12/09/2017,60079144 - 0,56295,Revenue,20000233,JONES & REEVES
OCC,Direct Services,B1111,12/09/2017,60079145 - 1,7381.95,Revenue,20019321,MONARD ELECTRICAL CONTRACTORS
OCC,Direct Services,B1111,12/09/2017,60079146 - 0,1283.16,Revenue,20002513,MARCUS COPELIN
OCC,Direct Services,B1111,12/09/2017,60079148 - 0,1030.08,Revenue,20002513,MARCUS COPELIN
OCC,Direct Services,B1111,12/09/2017,60079154 - 0,1475,Revenue,20014739,MULTI-FLOORS LIMITED
OCC,Direct Services,B1111,12/09/2017,60079155 - 1,6271,Revenue,20014739,MULTI-FLOORS LIMITED
OCC,Direct Services,B1111,12/09/2017,60079156 - 0,6271,Revenue,20014739,MULTI-FLOORS LIMITED
OCC,Direct Services,B1111,12/09/2017,60079157 - 1,1690,Revenue,20012914,PROELEC INSTALLATIONS LTD
OCC,Direct Services,B1111,12/09/2017,60079158 - 0,6240,Revenue,20019075,SCM (WYCOMBE) LTD
OCC,Direct Services,B1111,12/09/2017,60079159 - 1,987,Revenue,20019075,SCM (WYCOMBE) LTD
OCC,Direct Services,B1111,12/09/2017,60079160 - 0,6824.4,Revenue,20019075,SCM (WYCOMBE) LTD
OCC,Direct Services,B1111,12/09/2017,60079161 - 1,4436.9,Revenue,20019075,SCM (WYCOMBE) LTD
OCC,Direct Services,B1111,12/09/2017,60079162 - 0,750,Revenue,20013974,TOM GHEE CONSTRUCTION
OCC,Direct Services,B1111,12/09/2017,60079163 - 1,1406.55,Revenue,20013974,TOM GHEE CONSTRUCTION
OCC,Direct Services,B1111,12/09/2017,60079164 - 0,4212.91,Revenue,20013974,TOM GHEE CONSTRUCTION
OCC,Direct Services,B1111,12/09/2017,60079165 - 1,1096.2,Revenue,20013974,TOM GHEE CONSTRUCTION
OCC,Direct Services,B1111,12/09/2017,60079166 - 0,500,Revenue,20011787,WESTLAKE ASPHALT COMPANY LTD
OCC,Direct Services,B1111,12/09/2017,60079167 - 1,1267,Revenue,20011787,WESTLAKE ASPHALT COMPANY LTD
OCC,Direct Services,D3420,12/09/2017,60079169 - 1,1429.88,Revenue,20002222,GRUNDON WASTE MANAGEMENT LTD
OCC,Direct Services,D3021,12/09/2017,60079170 - 0,814,Revenue,20002279,M & M SKIP HIRE LTD
OCC,Direct Services,D3311,19/09/2017,60079173 - 0,654.85,Revenue,20003233,AKW MEDICARE LIMITED
OCC,Direct Services,D3021,19/09/2017,60079182 - 1,1821,Revenue,20002110,BROXAP LIMITED
OCC,Direct Services,D3021,19/09/2017,60079184 - 0,616.91,Revenue,20002299,C BREWER & SONS LTD
OCC,Direct Services,D3021,19/09/2017,60079200 - 0,3370.12,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,D3021,19/09/2017,60079201 - 1,1641.4,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,D3021,19/09/2017,60079202 - 0,2582.2,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,D3021,19/09/2017,60079203 - 1,1407.78,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,D3311,19/09/2017,60079207 - 1,842.04,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,D3311,19/09/2017,60079210 - 0,439.74,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,D3021,19/09/2017,60079211 - 2,2667.28,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,D3021,19/09/2017,60079212 - 0,4412.4,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,D3021,19/09/2017,60079219 - 1,473,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3021,19/09/2017,60079249 - 1,437.6,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3021,19/09/2017,60079256 - 1,4831.2,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3021,19/09/2017,60079259 - 0,629.29,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3311,19/09/2017,60079260 - 1,624.78,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3311,19/09/2017,60079263 - 0,594.89,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3311,19/09/2017,60079264 - 1,648.61,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3311,19/09/2017,60079265 - 0,665.29,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3311,19/09/2017,60079266 - 1,570.97,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3311,19/09/2017,60079267 - 0,423.07,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3021,19/09/2017,60079268 - 1,458.46,Revenue,20011174,KILLGERM CHEMICALS LIMITED
OCC,Direct Services,D3311,19/09/2017,60079276 - 1,623.41,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,D3311,19/09/2017,60079283 - 0,546.62,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,D3311,19/09/2017,60079284 - 1,641.4,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,D3311,19/09/2017,60079285 - 0,530.57,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,D3311,19/09/2017,60079296 - 1,616.52,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,D3311,19/09/2017,60079306 - 1,667.95,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,D3311,19/09/2017,60079308 - 1,729.91,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,D3311,19/09/2017,60079309 - 0,832.01,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,D3021,19/09/2017,60079326 - 0,1074.48,Revenue,20015370,TIMBERYTE
OCC,Direct Services,D3021,19/09/2017,60079327 - 1,630.5,Revenue,20015370,TIMBERYTE
OCC,Direct Services,D3021,19/09/2017,60079336 - 0,1220.99,Revenue,20003233,AKW MEDICARE LIMITED
OCC,Direct Services,D3021,19/09/2017,60079338 - 0,723.8,Revenue,20003233,AKW MEDICARE LIMITED
OCC,Direct Services,D3021,19/09/2017,60079341 - 1,651.9,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3311,19/09/2017,60079345 - 1,609.76,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3311,19/09/2017,60079346 - 0,777.21,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3311,19/09/2017,60079347 - 1,526.35,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3311,19/09/2017,60079348 - 0,495.07,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3021,19/09/2017,60079352 - 0,563.04,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3021,19/09/2017,60079353 - 1,840,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3311,19/09/2017,60079354 - 0,581.11,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3021,19/09/2017,60079355 - 2,2411.35,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3311,19/09/2017,60079356 - 0,677.45,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3311,19/09/2017,60079357 - 1,681.61,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3311,19/09/2017,60079359 - 1,460.43,Revenue,20006342,JEWSON LTD
OCC,Direct Services,B1111,19/09/2017,60079360 - 0,592.8,Revenue,20000441,1ST CHOICE SCAFFOLDING (OXFORD) LTD
OCC,Direct Services,B1111,19/09/2017,60079381 - 1,590,Revenue,20016403,CLEANSAFE SERVICES (UK) LTD
OCC,Direct Services,B1111,19/09/2017,60079382 - 0,540,Revenue,20013257,CITY INSULATION CONTRACTORS LIMITED
OCC,Direct Services,B1111,19/09/2017,60079383 - 1,1250,Revenue,20018627,DRAIN GAIN LTD
OCC,Direct Services,D3021,19/09/2017,60079385 - 1,3417.03,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,D3021,19/09/2017,60079396 - 1,1351.57,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,B1111,19/09/2017,60079403 - 0,3100,Revenue,20012692,FREECHOICE GROUP
OCC,Direct Services,B1111,19/09/2017,60079405 - 0,1580,Revenue,20012692,FREECHOICE GROUP
OCC,Direct Services,B1111,19/09/2017,60079413 - 0,510,Revenue,20000227,GEORGE HENRY & CO RELAY LTD
OCC,Direct Services,B1111,19/09/2017,60079418 - 1,2060.53,Revenue,20008418,HOWDENS JOINERY LTD
OCC,Direct Services,D3311,19/09/2017,60079420 - 0,607.18,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,D3311,19/09/2017,60079421 - 1,584.48,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,D3311,19/09/2017,60079426 - 0,798.96,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,D3311,19/09/2017,60079428 - 0,620.01,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,D3311,19/09/2017,60079432 - 0,466,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,D3311,19/09/2017,60079433 - 1,652.11,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,D3311,19/09/2017,60079434 - 0,652.11,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,B1111,19/09/2017,60079446 - 0,472.5,Revenue,20014739,MULTI-FLOORS LIMITED
OCC,Direct Services,D3021,19/09/2017,60079455 - 1,1769.4,Revenue,20002279,M & M SKIP HIRE LTD
OCC,Direct Services,D3311,19/09/2017,60079457 - 1,727,Revenue,20015885,NATIONWIDE WINDOWS
OCC,Direct Services,D3311,19/09/2017,60079459 - 1,783.45,Revenue,20015885,NATIONWIDE WINDOWS
OCC,Direct Services,D3311,19/09/2017,60079460 - 0,723.97,Revenue,20015885,NATIONWIDE WINDOWS
OCC,Direct Services,D3311,19/09/2017,60079462 - 0,730.91,Revenue,20015885,NATIONWIDE WINDOWS
OCC,Direct Services,D3311,19/09/2017,60079463 - 1,814.18,Revenue,20015885,NATIONWIDE WINDOWS
OCC,Direct Services,D3311,19/09/2017,60079464 - 0,711.62,Revenue,20015885,NATIONWIDE WINDOWS
OCC,Direct Services,D3311,19/09/2017,60079465 - 1,743.36,Revenue,20015885,NATIONWIDE WINDOWS
OCC,Direct Services,D3311,19/09/2017,60079467 - 1,721.26,Revenue,20015885,NATIONWIDE WINDOWS
OCC,Direct Services,D3021,19/09/2017,60079468 - 0,2767,Revenue,20010377,SPORTY-CO
OCC,Direct Services,D3311,19/09/2017,60079469 - 1,731.01,Revenue,20015885,NATIONWIDE WINDOWS
OCC,Direct Services,D3311,19/09/2017,60079472 - 0,716.95,Revenue,20015885,NATIONWIDE WINDOWS
OCC,Direct Services,D3311,19/09/2017,60079474 - 0,735.11,Revenue,20015885,NATIONWIDE WINDOWS
OCC,Direct Services,D3311,19/09/2017,60079475 - 1,682.13,Revenue,20015885,NATIONWIDE WINDOWS
OCC,Direct Services,B1111,19/09/2017,60079476 - 0,3613.25,Revenue,20019075,SCM (WYCOMBE) LTD
OCC,Direct Services,B1111,19/09/2017,60079477 - 1,3005,Revenue,20009105,SCOOTER STORE
OCC,Direct Services,B1111,19/09/2017,60079479 - 1,2305,Revenue,20009105,SCOOTER STORE
OCC,Direct Services,B1111,19/09/2017,60079480 - 0,2468.25,Revenue,20013974,TOM GHEE CONSTRUCTION
OCC,Direct Services,B1111,19/09/2017,60079483 - 1,1370.25,Revenue,20013974,TOM GHEE CONSTRUCTION
OCC,Direct Services,B1111,19/09/2017,60079484 - 0,3552.45,Revenue,20013974,TOM GHEE CONSTRUCTION
OCC,Direct Services,B1111,19/09/2017,60079486 - 0,1443,Revenue,20013974,TOM GHEE CONSTRUCTION
OCC,Direct Services,B1111,19/09/2017,60079487 - 1,1901.7,Revenue,20013974,TOM GHEE CONSTRUCTION
OCC,Direct Services,B1111,19/09/2017,60079489 - 1,2200,Revenue,20013974,TOM GHEE CONSTRUCTION
OCC,Direct Services,B1111,19/09/2017,60079491 - 1,1060,Revenue,20008285,"VPS, THE VACANT PROPERTY SPECIALIST"
OCC,Direct Services,B1111,19/09/2017,60079492 - 0,1987,Revenue,20011787,WESTLAKE ASPHALT COMPANY LTD
OCC,Direct Services,D3021,19/09/2017,60079493 - 1,880.75,Revenue,20019236,POWRED HEATING COMPONENTS LTD
OCC,Direct Services,D3021,19/09/2017,60079498 - 0,1394.5,Revenue,20005595,EXECUTIVE SECURITY LOCKSMITHS LTD
OCC,Direct Services,D3401,19/09/2017,60079500 - 0,460,Revenue,20002279,M & M SKIP HIRE LTD
OCC,Direct Services,D3021,19/09/2017,60079504 - 0,17467.79,Revenue,20015058,CLEAR CHANNEL UK LTD
OCC,Direct Services,D3021,19/09/2017,60079505 - 1,28909.41,Revenue,20015058,CLEAR CHANNEL UK LTD
OCC,Direct Services,D3021,19/09/2017,60079506 - 0,28909.41,Revenue,20015058,CLEAR CHANNEL UK LTD
OCC,Direct Services,Y237,19/09/2017,60079508 - 0,670,Capital,20002241,HURLEY INDUSTRIAL CLEANING EQU
OCC,Direct Services,D3021,19/09/2017,60079512 - 0,472.68,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
OCC,Direct Services,D3021,19/09/2017,60079515 - 1,819,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
OCC,Direct Services,D3022,19/09/2017,60079516 - 0,844.8,Revenue,20012678,JPK TRADE SUPPLIES LTD
OCC,Direct Services,D3401,19/09/2017,60079518 - 0,54870,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
OCC,Direct Services,D3021,19/09/2017,60079519 - 1,502.2,Revenue,20014733,PALMSTEAD NURSERIES LIMITED
OCC,Direct Services,D3411,19/09/2017,60079521 - 1,4000,Revenue,20013591,PETER BRETT ASSOCIATES LLP
OCC,Direct Services,B1014,19/09/2017,60079522 - 0,5320,Revenue,20003415,TAYLORMADE CASTINGS LTD
OCC,Direct Services,D3004,19/09/2017,60079526 - 0,3846,Revenue,20004221,SSI SCHAEFER LTD
OCC,Direct Services,D3032,19/09/2017,60079527 - 1,715,Revenue,20018976,SILK GROUP LTD
OCC,Direct Services,D3022,19/09/2017,60079528 - 0,5257.6,Revenue,20012678,JPK TRADE SUPPLIES LTD
OCC,Direct Services,D3401,19/09/2017,60079530 - 0,1811.7,Revenue,20002279,M & M SKIP HIRE LTD
OCC,Direct Services,D3021,19/09/2017,60079536 - 0,695.47,Revenue,20005720,CAPITOL TILE SUPPLIES LTD
OCC,Direct Services,D3021,19/09/2017,60079543 - 1,1565.17,Revenue,20019236,POWRED HEATING COMPONENTS LTD
OCC,Direct Services,D3021,26/09/2017,60079551 - 1,466.52,Revenue,20002299,C BREWER & SONS LTD
OCC,Direct Services,D3311,26/09/2017,60079569 - 1,616,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3311,26/09/2017,60079570 - 0,616,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3021,26/09/2017,60079574 - 0,1494.27,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3021,26/09/2017,60079576 - 0,630.16,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3021,26/09/2017,60079577 - 1,454.74,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3311,26/09/2017,60079579 - 1,546.91,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3311,26/09/2017,60079580 - 0,598.2,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3311,26/09/2017,60079581 - 1,515.39,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3311,26/09/2017,60079582 - 0,485.1,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3311,26/09/2017,60079583 - 1,604.98,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3311,26/09/2017,60079584 - 0,648.46,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3311,26/09/2017,60079585 - 1,840.53,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3311,26/09/2017,60079587 - 1,619.8,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3311,26/09/2017,60079588 - 0,667.93,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3021,26/09/2017,60079590 - 0,870.8,Revenue,20002680,OXFORD SAFETY SUPPLIES
OCC,Direct Services,D3021,26/09/2017,60079594 - 0,758.6,Revenue,20002680,OXFORD SAFETY SUPPLIES
OCC,Direct Services,D3021,26/09/2017,60079596 - 0,853.2,Revenue,20019236,POWRED HEATING COMPONENTS LTD
OCC,Direct Services,D3421,26/09/2017,60079598 - 0,504,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
OCC,Direct Services,D3311,26/09/2017,60079599 - 0,800,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
OCC,Direct Services,D3421,26/09/2017,60079600 - 1,473.5,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
OCC,Direct Services,D3421,26/09/2017,60079601 - 0,558,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
OCC,Direct Services,D3421,26/09/2017,60079603 - 0,590,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
OCC,Direct Services,D3023,26/09/2017,60079614 - 1,448,Revenue,20002443,UNIVERSAL ACCESS & POWER PLAN
OCC,Direct Services,D3311,26/09/2017,60079640 - 0,704,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,D3311,26/09/2017,60079641 - 1,652.11,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,D3311,26/09/2017,60079642 - 0,571.49,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,D3421,26/09/2017,60079648 - 0,422.2,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
OCC,Direct Services,D3421,26/09/2017,60079650 - 0,716,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
OCC,Direct Services,D3421,26/09/2017,60079653 - 1,684,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
OCC,Direct Services,D3421,26/09/2017,60079654 - 0,584,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
OCC,Direct Services,D3021,26/09/2017,60079675 - 1,442.56,Revenue,20005720,CAPITOL TILE SUPPLIES LTD
OCC,Direct Services,D3021,26/09/2017,60079679 - 0,6764.74,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,D3021,26/09/2017,60079680 - 1,774.6,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,D3021,26/09/2017,60079683 - 0,738,Revenue,20002679,LOCKS & LATCHES (STAFFORD) LTD
OCC,Direct Services,D3021,26/09/2017,60079699 - 0,700.83,Revenue,20002680,OXFORD SAFETY SUPPLIES
OCC,Direct Services,D3021,26/09/2017,60079707 - 1,726.32,Revenue,20006089,ICI CONTRACT DIRECT
OCC,Direct Services,D3021,26/09/2017,60079709 - 1,1042.39,Revenue,20012307,ASHTEAD PLANT HIRE
OCC,Direct Services,D3004,26/09/2017,60079713 - 1,2735.64,Revenue,20008146,EGBERT H TAYLOR & CO LTD
OCC,Direct Services,D3802,26/09/2017,60079715 - 1,1700,Revenue,20017425,MORGARD COURT LTD T/A GARDNERS
OCC,Direct Services,D3021,26/09/2017,60079716 - 0,6347.22,Revenue,20002005,HANSON AGGREGATES
OCC,Direct Services,D3021,26/09/2017,60079717 - 1,432.52,Revenue,20002005,HANSON AGGREGATES
OCC,Direct Services,D3401,26/09/2017,60079718 - 0,1110,Revenue,20007927,L C HUGHES PARTNERSHIP
OCC,Direct Services,D3021,26/09/2017,60079719 - 0,36303.93,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
OCC,Direct Services,D3021,26/09/2017,60079725 - 0,480.48,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
OCC,Direct Services,D3021,26/09/2017,60079726 - 1,477.36,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
OCC,Direct Services,D3021,26/09/2017,60079729 - 0,1114.68,Revenue,20011554,MEON LTD
OCC,Direct Services,D3021,26/09/2017,60079730 - 1,577.11,Revenue,20015230,MERKKO ENTERPRISES LIMITED
OCC,Direct Services,D3021,26/09/2017,60079731 - 0,805.25,Revenue,20015230,MERKKO ENTERPRISES LIMITED
OCC,Direct Services,A0108,26/09/2017,60079747 - 0,11673.5,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
OCC,Direct Services,D3319,26/09/2017,60079748 - 1,4980.62,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
OCC,Direct Services,D3420,26/09/2017,60079754 - 1,1263.24,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
OCC,Direct Services,D3619,26/09/2017,60079755 - 0,1962.3,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
OCC,Direct Services,D3619,26/09/2017,60079756 - 1,2059.17,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
OCC,Direct Services,D3619,26/09/2017,60079757 - 0,2020.31,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
OCC,Direct Services,D3619,26/09/2017,60079758 - 1,2003.75,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
OCC,Direct Services,D3021,26/09/2017,60079760 - 1,657.86,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
OCC,Direct Services,B1309,26/09/2017,60079761 - 0,1071.06,Revenue,20008229,SITESAFE UK LTD
OCC,Direct Services,C2402,26/09/2017,60079763 - 0,1351.12,Revenue,20016279,SHOW SERVICES GROUP LTD
OCC,Direct Services,B1111,26/09/2017,60079766 - 1,1397.06,Revenue,20000441,1ST CHOICE SCAFFOLDING (OXFORD) LTD
OCC,Direct Services,B1111,26/09/2017,60079768 - 1,1397.06,Revenue,20000441,1ST CHOICE SCAFFOLDING (OXFORD) LTD
OCC,Direct Services,B1111,26/09/2017,60079770 - 1,1397.06,Revenue,20000441,1ST CHOICE SCAFFOLDING (OXFORD) LTD
