Client,Service Area,Expenditure Catergory,Expenditure Code,Paid Date,Trans No,Amount,Type of Expenditure,Supplier ID,Supplier Name
OCC,Community Services,Awards / Prizes,D3705,19/07/2016,1030067 - 0,1000,Revenue,20018503,THE GIFT VOUCHER SHOP
OCC,Community Services,Security Services,D3418,26/07/2016,1030087 - 0,452.8,Revenue,20018420,SHOWSEC INTERNATIONAL LTD
OCC,Community Services,Special Events,D3807,19/07/2016,1030093 - 0,488,Revenue,20019318,RJCC EVENTS
OCC,Community Services,Advertising & Publicity,D3802,19/07/2016,1030098 - 0,472.5,Revenue,20015729,ARTISAN SCREEN LTD
OCC,Community Services,General Contracted Services,D3401,19/07/2016,1030110 - 0,700,Revenue,20016762,IAN NOLAN EVENTS LTD
OCC,Community Services,Short Courses,A0622,09/08/2016,1030112 - 0,2180,Revenue,20018484,XENON MANAGEMENT TRAINING & RECRUITMENT LTD
OCC,Community Services,Consultants Fees,D3411,26/07/2016,1030165 - 0,1670,Revenue,20019317,
OCC,Community Services,General Contracted Services,D3401,26/07/2016,1030170 - 0,1755,Revenue,20017816,ENGLISH NATIONAL BALLET
OCC,Community Services,Consultants Fees,D3411,09/08/2016,1030196 - 0,3800,Revenue,20017380,
OCC,Community Services,Special Events,D3807,26/07/2016,1030201 - 0,699.75,Revenue,20002720,CARBON COLOUR COMPANY LTD
OCC,Community Services,General Contracted Services,D3401,26/07/2016,1030204 - 0,1875.74,Revenue,20018696,GLOBAL SMILE
OCC,Community Services,Consultants Fees,D3411,09/08/2016,1030206 - 0,2500,Revenue,20019306,MUSEOPHILE LTD
OCC,Community Services,Cleaning Materials,B1601,26/07/2016,1030214 - 0,988.45,Revenue,20000270,THE SHIELD GROUP
OCC,Community Services,General Contracted Services,D3401,17/08/2016,1030224 - 0,1037.45,Revenue,20018830,
OCC,Community Services,General Contracted Services,D3401,02/08/2016,1030240 - 0,900,Revenue,20018501,BANBURY TENNIS CLUB
OCC,Community Services,General Contracted Services,D3401,26/07/2016,1030242 - 0,816,Revenue,20016775,THE OXFORD ACADEMY
OCC,Community Services,Town Hall Catering Recharge,D3104,26/07/2016,1030258 - 0,416.67,Revenue,20017971,A & J CATERING (OXFORDSHIRE) LTD
OCC,Community Services,General Contracted Services,D3401,02/08/2016,1030306 - 0,2600,Revenue,20018238,ORIGIN TECHNICAL PRODUCTIONS
OCC,Community Services,Materials,D3021,17/08/2016,1030309 - 0,630,Revenue,20019325,ZYCHEM LIMITED
OCC,Community Services,Main Contractor,Y021,02/08/2016,1030314 - 0,7720,Capital,20015951,MACE LIMITED
OCC,Community Services,Main Contractor,Y021,02/08/2016,1030315 - 0,3709.96,Capital,20015951,MACE LIMITED
OCC,Community Services,Photocopying/Paper Supplies,D3306,02/08/2016,1030345 - 0,1486.99,Revenue,20002121,CANON (UK) LTD
OCC,Community Services,Photocopying/Paper Supplies,D3306,02/08/2016,1030347 - 0,573.98,Revenue,20002121,CANON (UK) LTD
OCC,Community Services,Photocopying/Paper Supplies,D3306,09/08/2016,1030348 - 0,586.55,Revenue,20002121,CANON (UK) LTD
OCC,Community Services,Compliance Training (H&S),A0630,02/08/2016,1030374 - 0,545,Revenue,20013617,SWAN FIRE (UK) LIMITED
OCC,Community Services,Furniture & Equipment Purchase,D3001,02/08/2016,1030401 - 0,425.75,Revenue,20003374,CITY AUDIO VISUAL
OCC,Community Services,Security Services,D3418,09/08/2016,1030406 - 0,566,Revenue,20018420,SHOWSEC INTERNATIONAL LTD
OCC,Community Services,Consultants Fees,D3411,09/08/2016,1030409 - 1,5367.24,Revenue,20018703,ZEST CONSULTANCY
OCC,Community Services,Security Services,D3418,17/08/2016,1030411 - 0,566,Revenue,20018420,SHOWSEC INTERNATIONAL LTD
OCC,Community Services,Materials,D3021,02/08/2016,1030416 - 0,561.5,Revenue,20019212,XN LEISURE SYSTEMS LTD
OCC,Community Services,Grants,D3701,02/08/2016,1030483 - 0,1200,Revenue,20017430,CARTERTON COMMUNITY COLLEGE
OCC,Community Services,Equipment Hire Charges,D3006,02/08/2016,1030491 - 0,452.06,Revenue,20007876,SIEMENS FINANCIAL SERVICES LTD
OCC,Community Services,Grants,D3701,02/08/2016,1030496 - 0,2404,Revenue,20017430,CARTERTON COMMUNITY COLLEGE
OCC,Community Services,Counsel & External Legal Fees,D3417,09/08/2016,1030515 - 0,525,Revenue,20019031,
OCC,Community Services,General Contracted Services,D3401,02/08/2016,1030516 - 0,824,Revenue,20016440,ARTS AT THE OLD FIRE STATION
OCC,Community Services,Pitch & Site Rents,K9534,09/08/2016,1030527 - 1,2600,Revenue,20002930,OXFORDSHIRE COUNTY COUNCIL
OCC,Community Services,General Contracted Services,D3401,09/08/2016,1030582 - 0,782,Revenue,20014881,GLL (GREENWICH LEISURE LTD)
OCC,Community Services,General Contracted Services,D3401,23/08/2016,1030587 - 0,500,Revenue,20019272,DIVERSITI UK
OCC,Community Services,Consultants Fees,D3411,23/08/2016,1030588 - 0,1085.7,Revenue,20018773,CONSULT QRD
OCC,Community Services,Advertising & Publicity,D3802,09/08/2016,1030590 - 0,999,Revenue,20018382,EXPERIENCE OXFORDSHIRE
OCC,Community Services,Main Contractor,Y021,23/08/2016,1030591 - 0,1200,Capital,20019291,Environmental Scientifics Group Ltd
OCC,Community Services,Furniture & Equipment Purchase,D3001,09/08/2016,1030612 - 0,6376.29,Revenue,20002568,PYROTEC SERVICES LTD
OCC,Community Services,Cleaning Materials,B1601,23/08/2016,1030619 - 0,475.17,Revenue,20016920,ALLIANCE DISPOSABLES LTD
OCC,Community Services,General Contracted Services,D3401,09/08/2016,1030621 - 0,851.54,Revenue,20014907,TEI WILLIAMS PRESS & ARTS MARKETING
OCC,Community Services,General Contracted Services,D3401,09/08/2016,1030629 - 0,590,Revenue,20016059,ROSE HILL JUNIOR YOUTH CLUB
OCC,Community Services,General Contracted Services,D3401,31/08/2016,1030638 - 0,36989.36,Revenue,20015211,FUSION LIFESTYLE
OCC,Community Services,Staff Advertising,A0702,09/08/2016,1030639 - 0,750,Revenue,20000200,CHAMPION EMPLOYMENT LTD
OCC,Community Services,Security Services,D3418,23/08/2016,1030644 - 0,566,Revenue,20018420,SHOWSEC INTERNATIONAL LTD
OCC,Community Services,Photocopying/Paper Supplies,D3306,17/08/2016,1030647 - 0,493.44,Revenue,20002121,CANON (UK) LTD
OCC,Community Services,General Contracted Services,D3401,09/08/2016,1030652 - 0,1020,Revenue,20016775,THE OXFORD ACADEMY
OCC,Community Services,General Contracted Services,D3401,09/08/2016,1030658 - 0,3600,Revenue,20012642,JSC
OCC,Community Services,Instructors & Coaching Fees,D3413,09/08/2016,1030664 - 0,1875.74,Revenue,20018696,GLOBAL SMILE
OCC,Community Services,General Contracted Services,D3401,09/08/2016,1030686 - 0,505,Revenue,20018432,SPORTSHALL ASSOCIATE LTD
OCC,Community Services,Cleaning Materials,B1601,31/08/2016,1030690 - 0,461.64,Revenue,20016920,ALLIANCE DISPOSABLES LTD
OCC,Community Services,General Contracted Services,D3401,23/08/2016,1030714 - 1,1350,Revenue,20016981,SCOPE SECURITY LTD
OCC,Community Services,Consultants Fees,D3411,31/08/2016,1030716 - 0,4000,Revenue,20016762,IAN NOLAN EVENTS LTD
OCC,Community Services,General Contracted Services,D3401,31/08/2016,1030729 - 0,3312,Revenue,20017887,CREATE DEVELOPMENT
OCC,Community Services,General Contracted Services,D3401,31/08/2016,1030730 - 0,620,Revenue,20009730,R & R FRONTLINE SERVICES LTD
OCC,Community Services,Consultants Fees,D3411,17/08/2016,1030779 - 0,6722,Revenue,20018107,PURCELL MILLER TRITTON LLP T/A PURCELL
OCC,Community Services,Subscriptions,D3703,23/08/2016,1030797 - 0,550,Revenue,20016048,INSTITUTE OF LICENSING (EVENTS) LTD
OCC,Community Services,Consultants Fees,D3411,17/08/2016,1030802 - 0,1670,Revenue,20019317,
OCC,Community Services,General Contracted Services,D3401,31/08/2016,1030819 - 0,500.7,Revenue,20014621,LAMPS & TUBES ILLUMINATIONS LTD
OCC,Community Services,Security Services,D3418,31/08/2016,1030820 - 0,594.3,Revenue,20018420,SHOWSEC INTERNATIONAL LTD
OCC,Community Services,Performance Fees,D3412,17/08/2016,1030833 - 0,4013.6,Revenue,20015211,FUSION LIFESTYLE
OCC,Community Services,Security Services,D3418,17/08/2016,1030866 - 0,566,Revenue,20018420,SHOWSEC INTERNATIONAL LTD
OCC,Community Services,Security Services,D3418,31/08/2016,1030868 - 0,2008.5,Revenue,20009730,R & R FRONTLINE SERVICES LTD
OCC,Community Services,General Contracted Services,D3401,23/08/2016,1030889 - 1,9650,Revenue,20015211,FUSION LIFESTYLE
OCC,Community Services,Consultants Fees,D3411,23/08/2016,1030941 - 0,3240,Revenue,20019294,Simon Leach Design
OCC,Community Services,Awards / Prizes,D3705,23/08/2016,1030947 - 0,1000,Revenue,20018503,THE GIFT VOUCHER SHOP
OCC,Community Services,CPD (Continuous Professional Development),A0634,23/08/2016,1030950 - 0,789,Revenue,20017483,THE KNOWLEDGE ACADEMY LTD.
OCC,Community Services,Grants,D3701,23/08/2016,1031015 - 0,2325,Revenue,20018140,GET BERKSHIRE ACTIVE
OCC,Community Services,Provisions,D3101,31/08/2016,1031016 - 0,951.05,Revenue,20009346,BUNNY'S
OCC,Community Services,General Contracted Services,D3401,23/08/2016,1031017 - 0,3025,Revenue,20009533,AYLESBURY VALE DISTRICT COUNCIL
OCC,Community Services,Advertising & Publicity,D3802,23/08/2016,1031023 - 4,129.95,Revenue,20007856,"NEWSQUEST MIDLANDS, WALES & SOUTH WEST"
OCC,Community Services,Advertising & Publicity,D3802,23/08/2016,1031025 - 4,202.43,Revenue,20007856,"NEWSQUEST MIDLANDS, WALES & SOUTH WEST"
OCC,Community Services,General Contracted Services,D3401,31/08/2016,1031065 - 0,816,Revenue,20016775,THE OXFORD ACADEMY
OCC,Community Services,Consultants Fees,D3411,31/08/2016,1031083 - 0,350,Revenue,20019212,XN LEISURE SYSTEMS LTD
OCC,Community Services,Consultants Fees,D3411,31/08/2016,1031083 - 1,350,Revenue,20019212,XN LEISURE SYSTEMS LTD
OCC,Community Services,Grants,D3701,31/08/2016,1031092 - 0,465.98,Revenue,20006615,RUSKIN COLLEGE
OCC,Community Services,Grants,D3701,31/08/2016,1031092 - 1,891.67,Revenue,20006615,RUSKIN COLLEGE
OCC,Community Services,Security Services,D3418,13/09/2016,1031098 - 0,566,Revenue,20018420,SHOWSEC INTERNATIONAL LTD
OCC,Community Services,Town Hall Catering Recharge,D3104,31/08/2016,1031105 - 0,1666.67,Revenue,20017971,A & J CATERING (OXFORDSHIRE) LTD
OCC,Community Services,Software Maintenance/Running Costs,D3513,31/08/2016,1031128 - 1,440.6,Revenue,20016679,AMA BUSINESS SYSTEMS LTD
OCC,Community Services,General Contracted Services,D3401,31/08/2016,1031130 - 0,805,Revenue,20002063,BARTON COMMUNITY ASSOCIATION
OCC,Community Services,General Contracted Services,D3401,31/08/2016,1031131 - 0,600,Revenue,20010837,
OCC,Community Services,Equipment Hire Charges,D3006,31/08/2016,1031175 - 0,659.86,Revenue,20017460,ACDISCO LIGHT  AND PA HIRE
OCC,Community Services,Main Contractor,Y021,31/08/2016,1031179 - 0,3709.96,Capital,20015951,MACE LIMITED
OCC,Community Services,Main Contractor,Y021,13/09/2016,1031180 - 0,3709.96,Capital,20015951,MACE LIMITED
OCC,Community Services,Equipment Hire Charges,D3006,31/08/2016,1031187 - 0,452.06,Revenue,20007876,SIEMENS FINANCIAL SERVICES LTD
OCC,Community Services,General Contracted Services,D3401,31/08/2016,1031188 - 0,770.55,Revenue,20009134,OXFORD PLAYHOUSE TRUST
OCC,Community Services,General Contracted Services,D3401,31/08/2016,1031194 - 0,6000,Revenue,20018888,OXFORDSHIRE YOUTH
OCC,Community Services,CPD (Continuous Professional Development),A0634,20/09/2016,1031223 - 1,1750,Revenue,20012225,VAGA ASSOCIATES
OCC,Community Services,Grants,D3701,06/09/2016,1031231 - 0,10000,Revenue,20008674,VALE OF THE WHITE HORSE DISTRICT COUNCIL
OCC,Community Services,Services Maintenance (Planned),B1103,06/09/2016,1031266 - 0,670.8,Revenue,20015211,FUSION LIFESTYLE
OCC,Community Services,General Contracted Services,D3401,06/09/2016,1031268 - 0,2000,Revenue,20019090,OXFORDSHIRE CRICKET
OCC,Community Services,Consultants Fees,D3411,06/09/2016,1031272 - 0,2095.3,Revenue,20018207,"THE SPORT, LEISURE & CULTURE CONSULTANCY LTD"
OCC,Community Services,Grants,D3701,06/09/2016,1031276 - 0,10000,Revenue,20002401,SOUTH OXFORDSHIRE DISTRICT COUNCIL
OCC,Community Services,Security Services,D3418,20/09/2016,1031279 - 0,566,Revenue,20018420,SHOWSEC INTERNATIONAL LTD
OCC,Community Services,General Contracted Services,D3401,06/09/2016,1031308 - 0,800,Revenue,20019342,MOVEME DANCE LTD
OCC,Community Services,Grants,D3701,13/09/2016,1031315 - 0,3000,Revenue,20002401,SOUTH OXFORDSHIRE DISTRICT COUNCIL
OCC,Community Services,Grants,D3701,13/09/2016,1031316 - 0,2000,Revenue,20002401,SOUTH OXFORDSHIRE DISTRICT COUNCIL
OCC,Community Services,Consultants Fees,D3411,27/09/2016,1031336 - 0,1085.7,Revenue,20018773,CONSULT QRD
OCC,Community Services,Main Contractor,Y021,20/09/2016,1031345 - 0,1962,Capital,20013489,BAKER SHEPHERD GILLESPIE
OCC,Community Services,General Contracted Services,D3401,06/09/2016,1031352 - 0,816,Revenue,20016775,THE OXFORD ACADEMY
OCC,Community Services,Grants,D3701,13/09/2016,1031357 - 0,880,Revenue,20017662,CHERWELL VOLLEYBALL CLUB
OCC,Community Services,General Contracted Services,D3401,13/09/2016,1031394 - 0,3060,Revenue,20012642,JSC
OCC,Community Services,Furniture & Equipment Purchase,D3001,20/09/2016,1031402 - 0,4675.9,Revenue,20008520,NEWAUTO LTD
OCC,Community Services,Consultants Fees,D3411,27/09/2016,1031420 - 0,4410,Revenue,20019305,BELVEDERE PROJECT SOLUTIONS LLP
OCC,Community Services,Photocopying/Paper Supplies,D3306,27/09/2016,1031423 - 1,1054.73,Revenue,20002121,CANON (UK) LTD
OCC,Community Services,Photocopying/Paper Supplies,D3306,27/09/2016,1031424 - 1,487.86,Revenue,20002121,CANON (UK) LTD
OCC,Community Services,Photocopying/Paper Supplies,D3306,27/09/2016,1031425 - 1,1079.28,Revenue,20002121,CANON (UK) LTD
OCC,Community Services,General Contracted Services,D3401,27/09/2016,1031431 - 1,714,Revenue,20018479,GET SUPPORT IT SERVICES LIMITED
OCC,Community Services,Furniture & Equipment Purchase,D3001,27/09/2016,1031508 - 0,5950.2,Revenue,20010599,GB SPORT & LEISURE UK LTD
OCC,Community Services,General Contracted Services,D3401,30/09/2016,1031509 - 0,13004.26,Revenue,20018633,PIGGOTTS COMPANY LTD
OCC,Community Services,Security Services,D3418,27/09/2016,1031512 - 0,592.5,Revenue,20009730,R & R FRONTLINE SERVICES LTD
OCC,Community Services,Contract Cleaning,B1602,13/09/2016,1031546 - 0,687.74,Revenue,20003172,RENTOKIL INITIAL SERVICES NO1
OCC,Community Services,Security Services,D3418,27/09/2016,1031548 - 0,1131,Revenue,20009730,R & R FRONTLINE SERVICES LTD
OCC,Community Services,General Contracted Services,D3401,27/09/2016,1031573 - 0,654,Revenue,20014881,GLL (GREENWICH LEISURE LTD)
OCC,Community Services,Provisions,D3101,27/09/2016,1031576 - 0,852.9,Revenue,20017894,OTHC LEMON ZEST
OCC,Community Services,Town Hall Catering Recharge,D3104,27/09/2016,1031576 - 1,2919.45,Revenue,20017894,OTHC LEMON ZEST
OCC,Community Services,Main Contractor,Y021,20/09/2016,1031583 - 0,7720,Capital,20015951,MACE LIMITED
OCC,Community Services,General Contracted Services,D3401,20/09/2016,1031590 - 0,1125,Revenue,20018343,
OCC,Community Services,General Contracted Services,D3401,27/09/2016,1031613 - 0,6473,Revenue,20018888,OXFORDSHIRE YOUTH
OCC,Community Services,Equipment Hire Charges,D3006,20/09/2016,1031615 - 0,550,Revenue,20003374,CITY AUDIO VISUAL
OCC,Community Services,General Contracted Services,D3401,20/09/2016,1031616 - 0,1350,Revenue,20016981,SCOPE SECURITY LTD
OCC,Community Services,Consultants Fees,D3411,20/09/2016,1031638 - 0,1670,Revenue,20019317,
OCC,Community Services,Reactive Maintenance & Minor Repairs,B1101,27/09/2016,1031659 - 0,700,Revenue,20010837,
OCC,Community Services,Instructors & Coaching Fees,D3413,27/09/2016,1031666 - 0,3393,Revenue,20017430,CARTERTON COMMUNITY COLLEGE
OCC,Community Services,Grants,D3701,27/09/2016,1031720 - 0,3000,Revenue,20008674,VALE OF THE WHITE HORSE DISTRICT COUNCIL
OCC,Community Services,General Contracted Services,D3401,27/09/2016,1031734 - 1,24826.59,Revenue,20003616,THAMES VALLEY POLICE AUTHORITY
OCC,Community Services,Security Services,D3418,27/09/2016,1031736 - 0,566,Revenue,20018420,SHOWSEC INTERNATIONAL LTD
OCC,Community Services,Security Services,D3418,27/09/2016,1031751 - 0,566,Revenue,20018420,SHOWSEC INTERNATIONAL LTD
OCC,Community Services,Advertising & Publicity,D3802,27/09/2016,1031753 - 0,749,Revenue,20016119,HITCHED LTD
OCC,Community Services,Provisions,D3101,27/09/2016,1031754 - 0,882.5,Revenue,20009224,LAMB CATERING LTD
OCC,Community Services,Grants,D3701,27/09/2016,1031774 - 0,1485,Revenue,20019090,OXFORDSHIRE CRICKET
OCC,Community Services,Equipment Hire Charges,D3006,27/09/2016,1031785 - 0,600,Revenue,20018739,R H ENVIRONMENTAL LTD
OCC,Community Services,General Contracted Services,D3401,27/09/2016,1031796 - 0,474.99,Revenue,20019214,XYLEM HOLDINGS LTD
OCC,Community Services,Contract Printing (External),D3303,27/09/2016,1031844 - 0,1398.77,Revenue,20011610,KINGDOM SIGNS LIMITED
OCC,Community Services,Pitch & Site Rents,K9534,01/09/2016,45026102 - 1,7588.43,Revenue,20000000,GENERAL EXPENSES
OCC,Community Services,General Contracted Services,D3401,02/08/2016,46288946 - 1,19592,Revenue,20002331,OXFORD BROOKES UNIVERSITY
OCC,Community Services,Grants,D3701,05/07/2016,46290236 - 1,1500,Revenue,20018506,WORD FOUNTAIN FELLOWSHIP-FAMILY
OCC,Community Services,Grants,D3701,05/07/2016,46290237 - 1,3000,Revenue,20016775,THE OXFORD ACADEMY
OCC,Community Services,Grants,D3701,05/07/2016,46290277 - 1,1000,Revenue,20012189,PEGASUS THEATRE TRUST LIMITED
OCC,Community Services,Grants,D3701,05/07/2016,46290278 - 1,1000,Revenue,20019177,OXFORD WELLBEING PROJECT
OCC,Community Services,Contributions,D3702,19/07/2016,46290281 - 1,500,Revenue,20014334,FRIENDS OF FLORENCE PARK
OCC,Community Services,Grants,D3701,05/07/2016,46290299 - 1,8110.75,Revenue,20008184,CITIZENS ADVICE BUREAU
OCC,Community Services,Instructors & Coaching Fees,D3413,05/07/2016,46290300 - 1,1635,Revenue,20000019,GRANT PAYMENTS
OCC,Community Services,Grants,D3701,05/07/2016,46290310 - 1,1500,Revenue,20007578,BBOWT
OCC,Community Services,Instructors & Coaching Fees,D3413,05/07/2016,46290317 - 1,900,Revenue,20000000,GENERAL EXPENSES
OCC,Community Services,Instructors & Coaching Fees,D3413,05/07/2016,46290318 - 1,750,Revenue,20000000,GENERAL EXPENSES
OCC,Community Services,Grants,D3701,05/07/2016,46290323 - 1,31440,Revenue,20011006,ASPIRE OXFORDSHIRE COMMUNITY ENTERPRISE LTD
OCC,Community Services,Temporary Bureau Staffing,A0108,12/07/2016,46290418 - 1,810.08,Revenue,20000200,CHAMPION EMPLOYMENT LTD
OCC,Community Services,Temporary Bureau Staffing,A0108,12/07/2016,46290418 - 3,1595.16,Revenue,20000200,CHAMPION EMPLOYMENT LTD
OCC,Community Services,Temporary Bureau Staffing,A0108,12/07/2016,46290418 - 5,459.92,Revenue,20000200,CHAMPION EMPLOYMENT LTD
OCC,Community Services,Temporary Bureau Staffing,A0108,12/07/2016,46290418 - 18,659.03,Revenue,20000200,CHAMPION EMPLOYMENT LTD
OCC,Community Services,Grants,D3701,12/07/2016,46290420 - 1,8907.5,Revenue,20004323,ELMORE COMMUNITY SERVICES
OCC,Community Services,Grants,D3701,12/07/2016,46290421 - 1,5000,Revenue,20014454,EMMAUS OXFORD (STORE) LIMITED
OCC,Community Services,General Contracted Services,D3401,12/07/2016,46290434 - 1,1000,Revenue,20018891,OXFORD AGAINST CUTTING
OCC,Community Services,General Contracted Services,D3401,19/07/2016,46290435 - 1,1000,Revenue,20017314,MAKING CHANGES
OCC,Community Services,Grants,D3701,12/07/2016,46290447 - 1,6000,Revenue,20016775,THE OXFORD ACADEMY
OCC,Community Services,Grants,D3701,12/07/2016,46290448 - 1,2000,Revenue,20014469,
OCC,Community Services,Grants,D3701,12/07/2016,46290449 - 1,3000,Revenue,20014469,
OCC,Community Services,Grants,D3701,12/07/2016,46290450 - 1,2000,Revenue,20014469,
OCC,Community Services,Contributions,D3702,19/07/2016,46290452 - 1,500,Revenue,20000019,GRANT PAYMENTS
OCC,Community Services,Grants,D3701,19/07/2016,46290464 - 1,5000,Revenue,20014454,EMMAUS OXFORD (STORE) LIMITED
OCC,Community Services,Grants,D3701,19/07/2016,46290473 - 1,10000,Revenue,20002893,CHERWELL DISTRICT COUNCIL
